test_image,test_person_groundtruth,match1_label,match1_path,match1_similarity,match2_label,match2_path,match2_similarity,match3_label,match3_path,match3_similarity
/home/vlad/Desktop/fcml-face/dataset/Spain/Rafael_Nadal/test/Rafael_Nadal_test_01.jpg,Rafael_Nadal,Rafael_Nadal,/home/vlad/Desktop/fcml-face/dataset/Spain/Rafael_Nadal/ref/Rafael_Nadal_ref_04.jpg,0.7880451679229736,Rafael_Nadal,/home/vlad/Desktop/fcml-face/dataset/Spain/Rafael_Nadal/ref/Rafael_Nadal_ref_07.jpg,0.7713803052902222,Rafael_Nadal,/home/vlad/Desktop/fcml-face/dataset/Spain/Rafael_Nadal/ref/Rafael_Nadal_ref_01.jpg,0.6985541582107544
/home/vlad/Desktop/fcml-face/dataset/Spain/Rafael_Nadal/test/Rafael_Nadal_test_02.jpg,Rafael_Nadal,Rafael_Nadal,/home/vlad/Desktop/fcml-face/dataset/Spain/Rafael_Nadal/ref/Rafael_Nadal_ref_06.jpg,0.786783754825592,Rafael_Nadal,/home/vlad/Desktop/fcml-face/dataset/Spain/Rafael_Nadal/ref/Rafael_Nadal_ref_03.jpg,0.7531222701072693,Rafael_Nadal,/home/vlad/Desktop/fcml-face/dataset/Spain/Rafael_Nadal/ref/Rafael_Nadal_ref_07.jpg,0.6850205659866333
/home/vlad/Desktop/fcml-face/dataset/Spain/Fernando_Alonso/test/Fernando_Alonso_test_01.jpg,Fernando_Alonso,Fernando_Alonso,/home/vlad/Desktop/fcml-face/dataset/Spain/Fernando_Alonso/ref/Fernando_Alonso_ref_02.jpg,0.9077330827713013,Fernando_Alonso,/home/vlad/Desktop/fcml-face/dataset/Spain/Fernando_Alonso/ref/Fernando_Alonso_ref_03.jpg,0.8804064989089966,Fernando_Alonso,/home/vlad/Desktop/fcml-face/dataset/Spain/Fernando_Alonso/ref/Fernando_Alonso_ref_04.jpg,0.8289628028869629
/home/vlad/Desktop/fcml-face/dataset/Spain/Fernando_Alonso/test/Fernando_Alonso_test_02.jpg,Fernando_Alonso,Fernando_Alonso,/home/vlad/Desktop/fcml-face/dataset/Spain/Fernando_Alonso/ref/Fernando_Alonso_ref_01.jpg,0.9530351161956787,Fernando_Alonso,/home/vlad/Desktop/fcml-face/dataset/Spain/Fernando_Alonso/ref/Fernando_Alonso_ref_03.jpg,0.8517963290214539,Fernando_Alonso,/home/vlad/Desktop/fcml-face/dataset/Spain/Fernando_Alonso/ref/Fernando_Alonso_ref_04.jpg,0.8501825928688049
/home/vlad/Desktop/fcml-face/dataset/Spain/Rosalia/test/Rosalia_test_01.jpg,Rosalia,Rosalia,/home/vlad/Desktop/fcml-face/dataset/Spain/Rosalia/ref/Rosalia_ref_03.jpg,0.5610681176185608,Rosalia,/home/vlad/Desktop/fcml-face/dataset/Spain/Rosalia/ref/Rosalia_ref_05.jpg,0.5096697807312012,Rosalia,/home/vlad/Desktop/fcml-face/dataset/Spain/Rosalia/ref/Rosalia_ref_04.jpg,0.4986428916454315
/home/vlad/Desktop/fcml-face/dataset/Spain/Rosalia/test/Rosalia_test_02.jpg,Rosalia,Rosalia,/home/vlad/Desktop/fcml-face/dataset/Spain/Rosalia/ref/Rosalia_ref_04.jpg,0.6967446804046631,Rosalia,/home/vlad/Desktop/fcml-face/dataset/Spain/Rosalia/ref/Rosalia_ref_06.jpg,0.6434705853462219,Rosalia,/home/vlad/Desktop/fcml-face/dataset/Spain/Rosalia/ref/Rosalia_ref_05.jpg,0.617897093296051
/home/vlad/Desktop/fcml-face/dataset/Spain/Pedro_Sanchez/test/Pedro_Sanchez_test_01.jpg,Pedro_Sanchez,Pedro_Sanchez,/home/vlad/Desktop/fcml-face/dataset/Spain/Pedro_Sanchez/ref/Pedro_Sanchez_ref_03.jpg,0.8203285932540894,Pedro_Sanchez,/home/vlad/Desktop/fcml-face/dataset/Spain/Pedro_Sanchez/ref/Pedro_Sanchez_ref_07.jpg,0.7889819145202637,Pedro_Sanchez,/home/vlad/Desktop/fcml-face/dataset/Spain/Pedro_Sanchez/ref/Pedro_Sanchez_ref_06.jpg,0.772672176361084
/home/vlad/Desktop/fcml-face/dataset/Spain/Pedro_Sanchez/test/Pedro_Sanchez_test_02.jpg,Pedro_Sanchez,Pedro_Sanchez,/home/vlad/Desktop/fcml-face/dataset/Spain/Pedro_Sanchez/ref/Pedro_Sanchez_ref_01.jpg,0.7847253084182739,Pedro_Sanchez,/home/vlad/Desktop/fcml-face/dataset/Spain/Pedro_Sanchez/ref/Pedro_Sanchez_ref_07.jpg,0.7468299865722656,Pedro_Sanchez,/home/vlad/Desktop/fcml-face/dataset/Spain/Pedro_Sanchez/ref/Pedro_Sanchez_ref_05.jpg,0.7404236793518066
/home/vlad/Desktop/fcml-face/dataset/Spain/Penelope_Cruz/test/Penelope_Cruz_test_01.jpg,Penelope_Cruz,Penelope_Cruz,/home/vlad/Desktop/fcml-face/dataset/Spain/Penelope_Cruz/ref/Penelope_Cruz_ref_05.jpg,0.570042610168457,Penelope_Cruz,/home/vlad/Desktop/fcml-face/dataset/Spain/Penelope_Cruz/ref/Penelope_Cruz_ref_03.jpg,0.5557023286819458,Penelope_Cruz,/home/vlad/Desktop/fcml-face/dataset/Spain/Penelope_Cruz/ref/Penelope_Cruz_ref_07.jpg,0.5106320381164551
/home/vlad/Desktop/fcml-face/dataset/Spain/Penelope_Cruz/test/Penelope_Cruz_test_02.jpg,Penelope_Cruz,Penelope_Cruz,/home/vlad/Desktop/fcml-face/dataset/Spain/Penelope_Cruz/ref/Penelope_Cruz_ref_05.jpg,0.709857165813446,Penelope_Cruz,/home/vlad/Desktop/fcml-face/dataset/Spain/Penelope_Cruz/ref/Penelope_Cruz_ref_03.jpg,0.653471052646637,Penelope_Cruz,/home/vlad/Desktop/fcml-face/dataset/Spain/Penelope_Cruz/ref/Penelope_Cruz_ref_01.jpg,0.6294814348220825
